isBasicEconomy,isRefundable,isNonStop,totalFare,departure_hour,departure_day,departure_month,days_to_departure,DISTANCE
False,False,False,207.2,3,Tuesday,10,49,62
True,False,False,63.6,16,Wednesday,6,13,392
False,False,False,247.61,15,Thursday,6,44,2113
False,False,True,231.1,2,Friday,7,11,1300
False,False,False,754.1,11,Tuesday,7,34,4246
True,False,True,83.6,11,Friday,11,46,1040
False,False,False,454.6,19,Monday,10,30,1143
True,False,False,127.2,5,Thursday,9,46,1458
False,False,False,531.59,10,Tuesday,7,31,4413
False,False,True,126.6,15,Wednesday,8,57,1832
False,False,False,412.6,23,Tuesday,6,7,649
False,False,False,212.2,2,Wednesday,6,10,961
True,False,False,161.6,13,Tuesday,9,9,1127
False,False,True,215.6,16,Monday,10,40,5676
False,False,False,398.6,18,Friday,9,5,4694
False,False,False,566.1,15,Sunday,9,28,3219
False,False,False,218.61,18,Saturday,8,19,8720
False,False,False,516.61,16,Wednesday,5,2,844
False,False,True,348.6,11,Thursday,6,6,6652
False,False,False,246.1,15,Thursday,9,8,1411
True,False,False,247.6,20,Friday,10,26,8711
False,False,False,497.2,2,Monday,10,33,446
True,False,False,157.2,17,Wednesday,9,32,6292
False,False,False,322.1,18,Friday,7,47,1048
False,False,False,835.8,14,Sunday,8,53,1559
False,False,True,213.59,12,Friday,6,17,613
False,False,False,359.58,13,Monday,7,6,1717
False,False,False,167.6,21,Thursday,8,22,4139
False,False,False,247.58,10,Sunday,5,27,9538
False,False,False,461.61,13,Wednesday,8,51,1992
False,False,False,397.19,2,Tuesday,9,21,4458
False,False,False,311.1,23,Monday,6,52,1243
False,False,False,501.6,12,Wednesday,6,41,1966
False,False,False,232.1,21,Wednesday,8,52,372
True,False,False,247.6,10,Monday,10,41,1454
False,False,False,111.58,0,Wednesday,8,54,1844
False,False,False,508.6,16,Tuesday,9,42,3178
True,False,False,127.6,22,Tuesday,9,24,2562
False,False,False,191.58,9,Monday,6,8,726
False,False,True,148.6,11,Friday,7,16,1967
False,False,False,475.21,13,Friday,9,12,703
False,False,False,1310.6,13,Sunday,5,2,1209
False,False,False,197.2,10,Monday,9,60,4571
False,False,False,631.6,0,Monday,5,4,1196
False,False,False,368.6,10,Saturday,5,7,576
False,False,False,606.61,13,Friday,7,39,2147
True,False,False,142.6,21,Tuesday,10,16,3861
False,False,False,557.6,17,Monday,8,33,1708
False,False,False,202.61,20,Saturday,8,14,533
False,False,False,147.6,14,Friday,10,35,3649
False,False,True,228.6,0,Tuesday,7,23,712
False,False,False,247.6,14,Monday,7,15,1837
False,False,True,371.6,20,Saturday,7,5,5915
False,False,False,206.1,10,Sunday,5,12,1312
True,False,False,180.1,18,Monday,9,19,2208
False,False,False,690.1,17,Thursday,8,34,198
True,False,False,161.6,12,Tuesday,9,3,4490
False,False,False,381.61,18,Thursday,9,30,723
False,False,False,210.1,11,Thursday,6,15,3729
False,False,False,485.59,20,Friday,8,47,9032
False,False,False,273.6,12,Tuesday,10,25,352
False,False,True,278.6,23,Thursday,6,48,2614
False,False,False,297.6,12,Wednesday,7,27,1875
False,False,True,148.6,11,Tuesday,8,17,2283
False,False,True,238.61,22,Friday,6,59,1306
False,False,True,465.1,1,Thursday,6,57,937
False,False,False,210.1,16,Tuesday,5,26,4543
False,False,False,477.2,14,Friday,5,9,2895
False,False,False,547.2,15,Saturday,10,13,2556
False,False,False,325.2,5,Tuesday,11,37,2280
False,False,False,517.11,18,Wednesday,7,53,4640
False,False,True,268.6,12,Sunday,9,58,1532
False,False,True,158.6,19,Friday,11,39,9531
False,False,True,288.6,15,Sunday,9,59,4401
False,False,False,380.1,21,Thursday,9,39,2226
True,False,False,174.11,22,Tuesday,10,39,6799
True,False,True,187.1,10,Thursday,9,6,4798
False,False,True,438.6,21,Sunday,10,9,704
False,False,True,301.6,19,Friday,9,10,1523
False,False,False,493.6,10,Saturday,7,1,3476
False,False,False,522.59,0,Friday,8,30,3824
False,False,False,243.7,1,Thursday,9,60,2219
False,False,False,149.58,3,Thursday,9,8,1131
False,False,False,314.6,17,Sunday,5,7,2342
False,False,False,318.6,17,Tuesday,6,34,3442
False,False,False,417.6,16,Thursday,8,44,3749
True,False,False,152.6,12,Saturday,10,38,961
False,False,True,148.6,20,Sunday,8,26,2187
False,False,False,235.7,10,Wednesday,6,25,2117
False,False,False,568.21,16,Sunday,6,2,712
False,False,False,273.19,2,Saturday,8,53,1486
False,False,True,133.6,12,Wednesday,7,17,3347
False,False,True,168.61,21,Tuesday,10,45,707
False,False,False,422.6,17,Thursday,9,38,962
False,False,False,167.6,19,Saturday,5,23,531
False,False,False,166.1,14,Tuesday,9,52,1478
False,False,False,427.2,11,Saturday,9,7,6385
False,False,False,427.1,12,Friday,10,48,977
False,False,False,177.61,12,Tuesday,5,9,5196
True,False,False,158.6,14,Wednesday,10,42,4375
False,False,True,378.6,16,Thursday,10,49,2497
False,False,False,447.6,15,Thursday,6,26,2308
False,False,True,178.6,21,Wednesday,7,8,1936
False,False,False,187.1,11,Sunday,9,14,252
False,False,False,412.19,17,Friday,6,23,7856
False,False,True,342.6,18,Sunday,6,44,1553
False,False,True,258.6,0,Sunday,7,15,5473
False,False,False,563.4,17,Thursday,6,34,3826
False,False,True,73.6,5,Wednesday,8,47,5964
False,False,True,278.6,10,Thursday,8,32,627
True,False,False,167.6,12,Wednesday,8,45,1725
False,False,False,418.6,14,Monday,7,6,2902
False,False,False,501.6,10,Saturday,7,21,223
False,False,False,306.58,10,Saturday,5,23,9130
False,False,False,304.58,13,Monday,5,41,666
False,False,False,289.6,16,Saturday,8,38,1225
False,False,False,477.11,22,Friday,8,18,5939
False,False,False,317.6,19,Wednesday,6,13,2812
False,False,False,565.6,13,Sunday,8,57,2272
False,False,False,70.58,10,Wednesday,10,38,4943
True,False,True,118.6,14,Tuesday,10,32,3718
False,False,False,330.6,17,Thursday,9,32,4589
False,False,False,358.6,18,Friday,8,10,4718
False,False,False,368.6,15,Sunday,7,60,1703
True,False,True,141.6,10,Wednesday,8,26,113
True,False,False,157.6,12,Tuesday,8,2,1739
False,False,False,173.99,2,Thursday,8,41,1034
True,False,True,109.35,13,Saturday,8,18,1797
False,False,False,757.1,14,Saturday,4,3,5864
False,False,False,1287.11,12,Friday,6,25,295
False,False,False,571.6,14,Friday,9,57,1582
True,False,False,107.6,11,Wednesday,9,44,6034
True,False,False,156.6,12,Saturday,8,38,4248
False,False,False,305.61,5,Wednesday,10,38,1736
False,False,True,448.6,19,Monday,6,12,1353
False,False,False,719.7,13,Monday,9,11,202
False,False,False,461.2,11,Wednesday,7,43,412
True,False,True,328.6,19,Monday,10,18,1361
False,False,False,287.6,14,Thursday,11,43,513
False,False,True,278.6,0,Friday,7,39,296
False,False,False,171.6,19,Thursday,8,24,1216
False,False,False,439.6,11,Tuesday,5,1,8101
False,False,False,200.1,16,Tuesday,8,17,4291
False,False,False,153.58,17,Friday,8,21,2280
False,False,False,119.58,2,Saturday,11,33,1300
False,False,False,286.1,17,Saturday,6,50,812
False,False,True,180.6,18,Friday,10,34,4870
False,False,True,218.6,15,Friday,7,50,369
False,False,False,352.6,17,Wednesday,9,2,923
False,False,False,529.2,12,Thursday,4,3,5444
True,False,False,212.6,11,Tuesday,9,29,3470
False,False,False,275.7,11,Wednesday,7,58,4511
False,False,True,278.6,1,Monday,10,37,2926
True,False,False,152.6,15,Tuesday,10,6,4204
False,False,False,408.6,22,Monday,9,46,408
False,False,False,327.6,11,Saturday,8,46,4268
False,False,False,472.7,2,Tuesday,10,28,10080
False,False,False,247.6,22,Saturday,7,2,2160
False,False,True,188.6,14,Monday,8,55,1557
False,False,False,192.6,16,Tuesday,8,33,3302
False,False,True,443.99,18,Saturday,6,27,5131
False,False,False,196.1,10,Friday,7,2,197
False,False,True,73.6,17,Saturday,9,23,5039
False,False,False,210.1,14,Tuesday,10,6,531
False,False,False,407.1,16,Sunday,9,50,1061
False,False,False,356.1,13,Monday,9,13,1315
False,False,False,187.6,10,Friday,8,26,1518
False,False,False,272.6,5,Tuesday,8,44,157
False,False,False,152.2,10,Thursday,9,15,1740
False,False,True,158.6,17,Friday,8,29,560
False,False,False,161.6,16,Thursday,9,49,1527
False,False,False,417.6,13,Saturday,9,7,175
False,False,False,465.6,11,Saturday,7,1,2512
True,False,False,135.1,23,Wednesday,9,29,4030
True,False,False,102.6,11,Tuesday,9,7,2440
False,False,True,218.6,13,Thursday,6,22,2310
False,False,False,125.58,14,Saturday,8,18,270
False,False,False,341.2,12,Friday,7,40,214
False,False,True,412.6,20,Tuesday,5,10,2519
False,False,False,521.61,10,Tuesday,9,34,5737
False,False,True,348.6,23,Sunday,7,18,6129
False,False,False,226.6,12,Wednesday,9,21,1547
True,False,False,137.6,13,Tuesday,10,16,1618
True,False,True,88.6,1,Monday,5,2,645
False,False,True,458.6,21,Sunday,7,5,1916
True,False,True,99.6,22,Friday,9,44,3303
False,False,False,297.11,14,Thursday,8,50,373
False,False,True,262.1,15,Monday,6,49,1522
False,False,False,605.59,20,Saturday,6,39,5886
False,False,False,119.58,19,Monday,8,57,929
False,False,False,365.19,12,Saturday,7,52,4656
True,False,True,150.6,11,Saturday,9,26,1516
False,False,False,346.61,17,Thursday,9,50,5082
False,False,False,268.6,18,Saturday,5,20,1949
False,False,False,294.6,15,Friday,5,2,971
False,False,True,218.6,20,Thursday,6,21,4712
True,False,True,115.6,0,Wednesday,7,28,1765
False,False,False,481.6,18,Sunday,9,50,5688
True,False,True,108.6,13,Tuesday,9,21,2187
False,False,True,652.6,21,Sunday,7,31,6182
False,False,False,511.6,14,Friday,8,5,1975
True,False,True,128.6,11,Wednesday,7,20,4991
False,False,False,296.58,17,Monday,8,4,1265
False,False,True,223.6,14,Monday,6,37,521
False,False,False,660.6,15,Saturday,10,5,1827
False,False,True,508.6,18,Sunday,5,8,447
False,False,True,283.6,21,Sunday,6,45,2097
False,False,True,256.6,0,Monday,9,5,7063
False,False,False,309.11,18,Friday,6,12,809
False,False,False,630.48,0,Saturday,8,4,6713
False,False,False,531.6,15,Thursday,6,21,4375
False,False,False,647.11,17,Thursday,6,11,2189
False,False,False,805.7,13,Monday,5,16,2640
False,False,True,391.6,1,Tuesday,6,17,6039
False,False,True,371.6,5,Sunday,10,30,5630
False,False,False,337.6,15,Wednesday,8,20,168
True,False,True,119.6,12,Wednesday,7,15,1544
True,False,False,327.2,15,Wednesday,6,42,7984
False,False,True,233.6,22,Friday,8,53,350
False,False,False,215.58,14,Wednesday,8,45,646
False,False,True,215.6,21,Thursday,10,34,4106
False,False,False,177.61,17,Sunday,5,3,235
True,False,True,178.6,20,Sunday,9,16,6658
False,False,True,138.6,12,Thursday,10,36,266
True,False,True,98.6,21,Wednesday,9,28,4721
False,False,False,257.58,15,Thursday,9,4,4371
False,False,False,163.58,12,Friday,8,29,4447
True,False,False,98.6,19,Tuesday,4,10,716
False,False,False,271.6,13,Sunday,11,40,2082
False,False,False,217.61,9,Monday,8,28,1560
False,False,True,258.6,15,Wednesday,8,9,7673
True,False,False,203.6,16,Tuesday,10,36,1550
False,False,False,487.2,0,Tuesday,8,54,2669
False,False,True,171.6,13,Sunday,8,30,184
False,False,False,351.21,13,Monday,8,17,2312
False,False,False,388.6,20,Friday,9,28,4395
False,False,False,287.6,16,Tuesday,7,30,761
True,False,True,148.6,1,Friday,6,37,1250
False,False,False,627.6,20,Friday,6,19,2366
False,False,False,652.59,14,Sunday,7,20,3375
False,False,True,198.6,17,Tuesday,9,7,6997
True,False,False,127.6,14,Wednesday,9,37,2086
False,False,False,508.6,17,Sunday,8,41,1546
False,False,False,414.21,19,Saturday,7,50,1936
False,False,False,387.6,6,Tuesday,5,23,7167
False,False,False,434.01,1,Monday,7,10,9786
False,False,False,147.6,23,Tuesday,8,7,1012
False,False,False,525.6,19,Saturday,8,55,3634
True,False,False,210.1,15,Wednesday,8,3,4797
False,False,False,467.1,14,Saturday,6,46,563
False,False,False,477.61,17,Monday,9,59,7854
False,False,False,457.6,18,Sunday,8,17,3386
False,False,False,226.1,17,Thursday,8,27,4925
False,False,True,123.61,1,Thursday,9,54,4814
False,False,False,1261.6,17,Thursday,9,16,5307
False,False,False,180.1,20,Tuesday,7,12,138
False,False,False,368.6,12,Wednesday,7,12,746
False,False,False,206.1,16,Monday,9,1,6180
False,False,False,732.7,1,Tuesday,7,21,5308
True,False,False,212.6,19,Sunday,9,10,1705
False,False,True,218.6,0,Sunday,9,3,457
False,False,True,176.6,19,Saturday,6,45,769
False,False,False,664.6,15,Thursday,6,2,698
False,False,False,360.2,9,Saturday,7,24,5501
False,False,False,112.6,15,Thursday,9,54,1877
False,False,True,298.6,22,Wednesday,6,7,650
False,False,False,301.58,15,Saturday,5,2,3701
False,False,False,426.1,23,Tuesday,9,16,676
False,False,False,202.6,17,Friday,8,2,1193
True,False,False,138.6,12,Wednesday,10,15,4557
False,False,True,223.99,22,Sunday,8,50,2210
False,False,True,192.6,21,Thursday,7,40,646
False,False,False,180.1,23,Friday,7,27,1085
False,False,False,411.6,21,Friday,9,19,265
False,False,False,417.6,11,Wednesday,8,11,762
True,False,True,168.61,18,Friday,9,8,6896
True,False,False,158.6,12,Thursday,10,40,4537
False,False,False,532.1,14,Saturday,10,41,594
False,False,False,181.6,19,Wednesday,10,42,378
False,False,False,365.6,15,Wednesday,8,30,601
False,False,False,298.71,2,Friday,10,29,998
False,False,False,477.21,1,Monday,5,32,6065
False,False,False,348.61,13,Monday,9,13,1064
False,False,False,430.1,10,Monday,8,31,2691
False,False,False,549.6,12,Monday,6,15,438
False,False,False,316.1,10,Monday,9,22,253
False,False,False,327.2,3,Monday,7,42,4297
False,False,False,465.61,22,Monday,8,55,3657
False,False,False,527.59,12,Saturday,7,30,6304
True,False,False,127.6,19,Tuesday,9,60,391
False,False,False,535.6,15,Sunday,10,27,2506
False,False,False,527.1,12,Friday,9,24,4004
True,False,False,232.6,10,Friday,9,27,994
False,False,False,106.1,18,Wednesday,8,53,3563
False,False,False,317.6,19,Tuesday,10,5,2119
False,False,False,297.1,14,Tuesday,9,30,5121
False,False,True,151.6,19,Friday,6,29,865
False,False,False,286.61,19,Wednesday,8,27,1605
False,False,True,468.61,12,Saturday,7,57,6060
False,False,False,358.6,18,Thursday,10,47,1596
False,False,True,93.6,10,Sunday,5,30,3582
False,False,False,541.6,16,Monday,11,50,292
False,False,False,202.08,10,Monday,9,39,911
False,False,False,321.59,13,Monday,6,39,4897
False,False,True,388.6,2,Wednesday,9,4,2388
False,False,False,225.1,20,Tuesday,9,36,6178
False,False,True,449.6,20,Thursday,10,31,2003
False,False,True,398.6,12,Friday,9,10,1130
False,False,True,194.6,12,Friday,8,60,369
False,False,False,344.08,19,Saturday,5,3,210
False,False,True,288.6,20,Sunday,5,1,235
True,False,True,99.6,11,Sunday,7,14,206
True,False,False,207.6,10,Saturday,10,22,6038
False,False,True,288.6,17,Saturday,11,37,4147
False,False,False,361.09,20,Friday,7,20,299
False,False,False,617.19,17,Tuesday,7,9,477
False,False,False,288.6,14,Monday,9,7,1114
False,False,False,441.61,21,Monday,7,21,8384
True,False,False,98.6,15,Saturday,9,22,905
True,False,False,202.6,18,Thursday,8,8,1245
False,False,False,377.2,0,Friday,11,47,5991
False,False,False,107.6,12,Tuesday,6,52,3684
False,False,False,334.2,21,Wednesday,8,16,1825
False,False,True,508.6,0,Saturday,9,2,4361
False,False,False,407.6,11,Tuesday,8,26,993
False,False,True,290.59,14,Friday,6,28,7279
False,False,False,498.6,20,Saturday,10,13,299
False,False,False,181.59,12,Sunday,9,14,4926
False,False,False,267.19,2,Thursday,5,22,809
False,False,False,578.6,18,Wednesday,6,38,5028
False,False,False,469.58,13,Tuesday,8,17,2019
False,False,False,335.6,13,Friday,9,23,1146
False,False,False,658.6,4,Friday,7,46,695
False,False,False,428.11,12,Wednesday,5,9,1002
False,False,False,635.61,13,Sunday,10,16,1260
False,False,True,208.61,0,Monday,7,22,491
False,False,True,371.6,14,Sunday,8,19,6134
False,False,True,278.6,13,Friday,8,7,5695
True,False,False,107.2,2,Wednesday,9,29,2336
False,False,False,337.6,16,Thursday,6,20,594
False,False,False,194.6,12,Tuesday,9,57,3974
False,False,True,138.6,16,Sunday,5,20,6501
False,False,False,318.6,10,Sunday,9,41,5740
False,False,False,482.71,2,Tuesday,10,22,2080
False,False,False,600.11,21,Monday,10,12,3263
False,False,True,158.6,19,Friday,8,44,4671
False,False,False,380.6,15,Thursday,8,24,5078
False,False,False,448.59,11,Wednesday,8,19,283
False,False,False,531.6,1,Tuesday,6,9,3317
False,False,False,316.6,12,Sunday,9,6,6034
False,False,False,382.6,19,Tuesday,6,3,7919
False,False,False,204.58,10,Monday,5,26,6897
False,False,True,251.61,2,Tuesday,6,30,3677
True,False,False,307.6,21,Friday,9,42,2136
False,False,False,398.21,0,Friday,6,4,1969
False,False,True,97.59,15,Friday,9,41,590
False,False,True,215.6,13,Tuesday,9,25,1564
False,False,False,428.6,18,Thursday,9,15,1875
False,False,True,328.6,23,Wednesday,8,15,1004
False,False,False,587.1,13,Monday,9,22,935
False,False,False,268.6,18,Monday,5,7,2399
False,False,True,412.6,12,Sunday,7,41,731
False,False,False,500.1,17,Thursday,9,2,674
False,False,False,267.6,11,Monday,7,11,1250
False,False,False,370.6,15,Saturday,9,58,1288
False,False,False,318.21,2,Thursday,9,43,931
False,False,False,462.7,21,Tuesday,7,8,774
False,False,False,336.61,17,Sunday,7,16,909
False,False,False,377.21,23,Monday,6,53,6773
False,False,True,98.6,2,Sunday,10,42,8769
False,False,False,177.62,9,Thursday,9,32,806
False,False,True,278.6,4,Monday,10,36,740
False,False,True,288.6,20,Monday,7,56,5073
False,False,True,508.6,12,Wednesday,6,48,5278
False,False,False,731.6,15,Wednesday,5,29,1777
False,False,True,228.6,11,Tuesday,5,27,5059
False,False,True,285.6,23,Sunday,8,29,602
False,False,True,118.6,12,Thursday,11,48,2207
False,False,True,307.1,11,Wednesday,6,45,7972
False,False,True,151.6,20,Tuesday,8,42,1346
False,False,False,373.61,10,Thursday,9,45,287
False,False,False,591.1,15,Saturday,8,17,840
False,False,True,188.6,1,Friday,9,26,1503
False,False,False,318.6,23,Wednesday,7,37,5647
False,False,False,263.61,1,Monday,9,42,2271
False,False,False,337.2,13,Saturday,8,47,8781
False,False,False,398.6,10,Wednesday,8,59,1771
False,False,False,414.2,12,Monday,6,14,515
False,False,False,226.6,23,Tuesday,8,29,6715
True,False,True,213.1,14,Sunday,8,57,5676
True,False,False,122.2,1,Tuesday,4,7,180
True,False,True,151.6,16,Saturday,9,47,992
False,False,False,603.15,14,Sunday,10,46,930
False,False,True,237.1,21,Tuesday,8,15,3963
False,False,False,696.6,18,Friday,7,6,1335
True,False,False,122.6,16,Tuesday,7,10,573
False,False,False,432.21,12,Wednesday,7,40,1333
False,False,False,346.61,16,Wednesday,6,51,6247
False,False,True,48.6,19,Monday,9,35,4093
False,False,False,163.58,10,Monday,10,23,9807
False,False,False,176.58,13,Sunday,10,13,7619
False,False,False,192.6,11,Friday,5,21,1919
False,False,False,431.61,12,Wednesday,8,12,1411
False,False,False,300.7,10,Wednesday,6,25,2958
False,False,True,393.6,9,Saturday,10,14,4162
False,False,False,256.61,9,Monday,6,18,1323
False,False,False,160.1,17,Wednesday,9,54,8414
False,False,False,234.0,3,Wednesday,5,25,241
False,False,False,358.6,19,Thursday,9,45,940
True,False,False,170.1,10,Friday,8,44,4374
False,False,False,346.2,11,Thursday,5,9,1539
False,False,False,226.6,21,Wednesday,9,55,4204
False,False,False,197.6,17,Tuesday,8,29,1991
False,False,True,278.6,20,Sunday,9,56,2581
False,False,True,63.99,12,Friday,7,51,1185
False,False,False,947.2,12,Sunday,8,56,1836
True,False,True,178.6,0,Monday,8,8,8812
False,False,True,123.98,23,Sunday,10,22,5223
False,False,True,158.6,12,Thursday,6,10,1072
False,False,True,128.6,2,Tuesday,8,16,1572
False,False,False,139.58,18,Saturday,8,37,1255
False,False,True,304.59,23,Tuesday,8,11,3726
False,False,True,198.6,2,Saturday,9,18,717
False,False,False,228.6,13,Wednesday,8,50,1449
False,False,False,441.21,22,Tuesday,5,20,6813
False,False,True,182.1,13,Wednesday,7,13,258
False,False,True,338.61,11,Thursday,9,27,3317
False,False,True,258.6,16,Wednesday,6,7,2194
False,False,False,497.6,18,Sunday,9,1,4731
False,False,True,168.61,14,Saturday,7,33,576
False,False,False,496.6,13,Thursday,6,51,4218
True,False,False,227.6,5,Tuesday,9,17,1368
False,False,False,376.61,20,Thursday,6,40,1470
True,False,False,222.21,2,Monday,8,34,4821
False,False,False,417.6,6,Tuesday,8,18,986
False,False,False,328.6,10,Thursday,7,54,4331
False,False,True,78.98,7,Saturday,9,8,535
False,False,False,175.61,16,Wednesday,10,27,839
True,False,False,116.1,19,Saturday,10,37,1637
False,False,False,398.59,5,Wednesday,6,41,3353
False,False,True,218.6,1,Friday,5,16,2450
False,False,True,123.61,20,Wednesday,5,10,4242
False,False,True,308.6,15,Wednesday,9,11,841
True,False,False,167.1,17,Saturday,8,10,45
False,False,False,167.58,14,Tuesday,8,8,1960
False,False,False,319.58,17,Sunday,8,50,1001
False,False,False,347.61,18,Thursday,6,15,1846
True,False,True,148.6,2,Thursday,9,22,1106
False,False,False,359.6,1,Monday,8,9,2411
False,False,False,365.69,15,Thursday,5,11,3628
False,False,True,148.6,10,Tuesday,8,21,7876
False,False,False,266.1,10,Sunday,7,11,5124
False,False,False,287.6,18,Sunday,10,32,4027
False,False,False,242.2,22,Saturday,10,20,1062
False,False,True,192.6,23,Sunday,8,28,1782
True,False,True,166.61,11,Tuesday,10,32,4691
False,False,False,339.21,14,Monday,9,58,5599
True,False,False,136.1,11,Saturday,9,17,917
False,False,False,509.61,7,Monday,6,10,3970
False,False,False,171.6,19,Monday,8,22,661
False,False,True,178.6,17,Thursday,8,5,2740
False,False,False,456.2,14,Monday,8,4,558
True,False,False,107.6,17,Tuesday,11,46,1562
False,False,False,175.61,10,Tuesday,9,41,4640
False,False,False,214.6,17,Thursday,7,56,4698
False,False,False,129.58,14,Saturday,10,35,4321
False,False,False,237.6,11,Monday,8,11,6935
True,False,False,178.35,12,Tuesday,8,14,797
False,False,False,330.61,17,Monday,6,48,2750
False,False,False,704.98,15,Friday,7,7,2329
False,False,False,342.6,17,Tuesday,6,59,1645
False,False,True,83.6,18,Thursday,8,23,2734
False,False,True,243.6,3,Saturday,8,44,6479
True,False,False,330.2,12,Friday,10,23,104
True,False,False,137.21,2,Tuesday,9,42,1189
False,False,False,475.6,14,Thursday,11,50,4774
True,False,False,102.6,23,Monday,10,40,1174
True,False,True,199.73,16,Friday,9,47,625
True,False,False,137.6,17,Monday,10,29,1375
True,False,False,332.2,23,Sunday,6,6,1418
False,False,True,428.6,13,Monday,6,56,1784
False,False,True,298.6,19,Tuesday,5,25,7296
True,False,False,146.69,2,Saturday,9,42,2057
False,False,False,358.6,10,Saturday,6,16,1874
False,False,True,138.6,0,Thursday,6,20,3832
False,False,False,748.6,14,Friday,7,51,4406
False,False,True,146.6,23,Wednesday,9,7,5706
False,False,False,613.21,6,Friday,6,27,3962
False,False,False,177.61,1,Tuesday,11,45,2311
False,False,False,416.1,18,Thursday,10,26,3417
False,False,True,48.6,21,Tuesday,6,31,1961
False,False,False,351.6,19,Saturday,5,4,5353
False,False,False,618.6,10,Saturday,6,12,1966
False,False,True,489.05,18,Sunday,8,44,1544
False,False,True,244.6,0,Monday,8,13,1300
False,False,True,259.6,12,Saturday,10,3,1322
False,False,False,702.1,13,Friday,5,38,1650
False,False,True,391.1,0,Sunday,5,33,7728
False,False,True,228.6,0,Monday,11,45,920
False,False,True,208.61,15,Saturday,7,24,1344
True,False,False,161.6,10,Friday,5,22,3645
False,False,False,554.1,14,Thursday,7,9,2068
False,False,False,471.09,12,Monday,7,28,861
False,False,False,160.6,13,Wednesday,5,16,854
False,False,True,361.6,12,Thursday,8,6,5984
False,False,False,348.21,23,Wednesday,7,48,3481
False,False,False,358.6,18,Thursday,10,28,1891
False,False,False,229.58,11,Wednesday,8,52,2486
False,False,True,267.1,15,Sunday,7,3,1815
False,False,True,568.6,19,Monday,6,51,2720
False,False,False,336.1,10,Saturday,9,9,3390
False,False,False,531.1,10,Wednesday,6,10,4139
True,False,True,178.6,11,Monday,9,32,988
False,False,False,577.2,12,Monday,9,4,811
False,False,False,466.11,15,Thursday,8,27,1133
False,False,False,521.59,18,Thursday,9,43,385
False,False,True,259.6,12,Monday,5,15,618
True,False,False,177.61,12,Sunday,9,43,490
False,False,False,257.6,11,Tuesday,8,7,296
False,False,False,241.6,18,Wednesday,5,4,4328
False,False,False,317.6,20,Wednesday,8,55,4488
False,False,True,120.59,15,Monday,7,12,1232
False,False,True,107.1,0,Friday,6,48,1381
False,False,True,215.6,22,Thursday,9,12,10198
False,False,True,268.6,18,Sunday,6,3,3738
True,False,True,68.6,1,Sunday,9,37,3184
False,False,True,274.6,20,Sunday,7,16,809
False,False,False,157.6,9,Thursday,8,38,794
False,False,False,216.7,3,Wednesday,8,29,3757
False,False,False,344.6,6,Friday,4,5,1018
False,False,True,205.6,12,Friday,10,26,826
False,False,False,305.61,10,Saturday,5,14,1231
False,False,False,218.58,10,Thursday,6,20,3824
False,False,False,167.6,12,Wednesday,8,60,1605
False,False,False,544.7,14,Thursday,10,23,7312
True,False,False,97.6,10,Tuesday,8,28,7707
True,False,True,98.6,2,Thursday,10,33,238
False,False,False,841.6,16,Saturday,7,3,2220
True,False,True,179.6,21,Friday,9,18,1399
False,False,False,371.6,18,Wednesday,8,25,110
False,False,False,360.6,15,Tuesday,9,2,226
False,False,True,318.6,19,Monday,7,18,4222
True,False,True,208.61,14,Wednesday,8,34,1944
False,False,False,428.6,18,Friday,11,44,1734
False,False,True,208.61,2,Friday,11,47,1005
False,False,False,349.61,12,Saturday,9,2,5076
False,False,False,397.1,22,Thursday,10,26,5313
False,False,False,1332.74,13,Sunday,6,28,2496
False,False,False,387.6,15,Thursday,9,29,939
False,False,True,212.6,15,Friday,7,44,262
False,False,True,172.6,16,Wednesday,6,30,7131
False,False,True,457.1,11,Tuesday,9,4,2929
False,False,False,357.6,10,Saturday,8,28,725
False,False,True,373.04,15,Sunday,8,1,2283
False,False,False,279.6,11,Wednesday,6,27,1780
False,False,False,602.58,15,Sunday,6,54,666
True,False,False,137.6,12,Saturday,9,16,2084
False,False,False,530.6,12,Sunday,8,21,776
True,False,False,202.6,15,Saturday,9,7,3777
False,False,False,498.6,20,Thursday,8,37,2007
False,False,False,450.6,16,Tuesday,5,38,2212
True,False,False,351.6,4,Monday,9,20,153
False,False,False,348.61,10,Tuesday,6,9,1756
True,False,False,138.6,12,Saturday,9,11,1051
False,False,False,405.6,16,Monday,8,25,4253
False,False,False,299.61,1,Tuesday,6,53,2555
True,False,False,202.6,17,Thursday,8,9,1642
False,False,True,73.98,22,Wednesday,8,54,5639
False,False,False,511.6,0,Monday,8,23,465
False,False,True,128.6,22,Saturday,4,8,2820
False,False,False,406.58,13,Sunday,9,3,423
True,False,True,98.6,2,Wednesday,7,42,1515
False,False,False,768.6,14,Friday,7,31,2276
False,False,True,348.6,15,Wednesday,7,10,2713
False,False,True,178.6,13,Friday,6,4,3595
False,False,False,425.71,1,Monday,6,44,1557
False,False,False,168.2,10,Wednesday,5,32,4368
False,False,False,733.6,14,Sunday,8,43,3700
False,False,True,367.1,11,Wednesday,5,1,1965
False,False,False,228.6,21,Saturday,10,30,1632
False,False,True,218.6,21,Friday,5,23,7161
False,False,False,570.09,17,Tuesday,9,42,3428
False,False,False,237.1,19,Monday,11,35,6528
False,False,False,474.2,10,Tuesday,8,53,1029
False,False,False,397.09,9,Monday,5,29,4004
False,False,True,268.6,23,Monday,5,22,5405
